,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_date,home,rest_days,travelled,rest_cats,win
549,NEW_YORK_KNICKS,WIN,240,41,91,12,33,20,27,12,34,22,9,10,8,26,114,2018-11-23,True,1,True,1 Days,True
550,CHARLOTTE_HORNETS,LOSS,240,43,94,6,31,12,14,11,35,24,8,5,13,21,104,2018-11-23,False,1,True,1 Days,False
551,OKLAHOMA_CITY_THUNDER,WIN,240,41,93,11,33,16,24,11,35,24,6,2,14,18,109,2018-11-23,True,1,True,1 Days,True
552,CLEVELAND_CAVALIERS,WIN,240,49,93,11,22,12,16,14,28,16,7,1,8,25,121,2018-11-23,False,1,True,1 Days,True
553,PHILADELPHIA_76ERS,LOSS,240,40,75,12,33,20,26,4,27,27,5,2,10,20,112,2018-11-23,True,1,False,1 Days,False
554,WASHINGTON_WIZARDS,LOSS,240,40,100,9,46,18,19,14,30,28,8,7,12,16,107,2018-11-23,False,2,True,2+ Days,False
555,TORONTO_RAPTORS,WIN,240,46,93,17,39,16,19,13,37,32,5,6,15,23,125,2018-11-23,True,1,True,1 Days,True
556,HOUSTON_ROCKETS,LOSS,240,37,74,15,39,19,28,8,23,18,5,4,16,19,108,2018-11-24,False,0,True,0 Days,False
557,CLEVELAND_CAVALIERS,WIN,240,44,90,7,22,22,29,20,29,15,11,2,13,24,117,2018-11-24,True,0,True,0 Days,True
558,BOSTON_CELTICS,LOSS,240,41,86,10,28,12,13,9,33,19,8,3,17,21,104,2018-11-24,False,0,True,0 Days,False
559,DALLAS_MAVERICKS,WIN,240,42,87,16,41,13,21,13,30,27,12,3,16,16,113,2018-11-24,True,2,False,2+ Days,True
560,SACRAMENTO_KINGS,LOSS,240,42,97,11,28,21,29,13,34,28,6,4,8,22,116,2018-11-24,False,2,True,2+ Days,False
561,GOLDEN_STATE_WARRIORS,WIN,240,41,88,10,34,25,29,12,42,28,5,6,14,24,117,2018-11-24,True,0,False,0 Days,True
562,SAN_ANTONIO_SPURS,LOSS,240,49,92,10,21,21,28,9,30,27,8,3,10,21,129,2018-11-24,False,0,True,0 Days,False
563,MILWAUKEE_BUCKS,WIN,240,49,86,15,40,22,29,6,35,30,7,3,13,22,135,2018-11-24,True,0,False,0 Days,True
564,CHICAGO_BULLS,LOSS,240,32,81,10,33,22,31,6,34,22,7,4,13,19,96,2018-11-24,False,0,True,0 Days,False
565,MINNESOTA_TIMBERWOLVES,WIN,240,42,103,7,34,20,23,21,38,22,7,5,13,23,111,2018-11-24,True,0,True,0 Days,True
566,DENVER_NUGGETS,WIN,240,39,95,10,30,17,24,15,39,26,6,9,14,20,105,2018-11-24,False,0,True,0 Days,True
567,OKLAHOMA_CITY_THUNDER,LOSS,240,37,103,9,39,15,23,19,35,22,9,5,10,24,98,2018-11-24,True,0,False,0 Days,False
568,NEW_ORLEANS_PELICANS,LOSS,240,43,90,11,31,17,21,7,36,23,10,3,16,21,114,2018-11-24,False,0,True,0 Days,False
569,WASHINGTON_WIZARDS,WIN,240,51,90,10,29,12,23,5,40,30,12,9,14,16,124,2018-11-24,True,0,True,0 Days,True
570,CHARLOTTE_HORNETS,LOSS,240,41,92,18,45,23,28,10,32,30,8,4,10,15,123,2018-11-25,False,1,True,1 Days,False
571,ATLANTA_HAWKS,WIN,240,50,94,16,39,8,11,9,32,34,5,9,15,23,124,2018-11-25,True,1,False,1 Days,True
572,PHILADELPHIA_76ERS,WIN,240,44,91,12,29,27,33,13,29,28,9,6,9,22,127,2018-11-25,False,1,True,1 Days,True
573,BROOKLYN_NETS,LOSS,240,50,88,10,25,15,20,10,33,19,2,4,16,25,125,2018-11-25,True,1,False,1 Days,False
574,PHOENIX_SUNS,LOSS,240,42,82,8,25,15,21,10,32,22,6,6,17,22,107,2018-11-25,False,1,True,1 Days,False
575,DETROIT_PISTONS,WIN,240,43,93,16,41,16,25,13,28,30,9,0,12,19,118,2018-11-25,True,1,False,1 Days,True
576,ORLANDO_MAGIC,WIN,240,42,93,11,31,13,14,9,36,31,8,5,13,22,108,2018-11-25,False,1,True,1 Days,True
577,LOS_ANGELES_LAKERS,LOSS,240,37,79,10,26,20,31,5,37,22,9,10,18,17,104,2018-11-25,True,1,False,1 Days,False
578,NEW_YORK_KNICKS,WIN,240,34,91,8,22,27,32,14,42,17,4,5,7,21,103,2018-11-25,False,1,True,1 Days,True
579,MEMPHIS_GRIZZLIES,LOSS,240,38,86,11,30,11,19,6,35,27,5,19,7,23,98,2018-11-25,True,1,True,1 Days,False
580,LOS_ANGELES_CLIPPERS,WIN,240,38,90,5,25,23,34,11,37,15,9,5,4,13,104,2018-11-25,False,1,True,1 Days,True
581,PORTLAND_TRAIL_BLAZERS,LOSS,240,42,97,8,38,8,10,16,42,18,2,5,12,24,100,2018-11-25,True,1,True,1 Days,False
582,UTAH_JAZZ,WIN,240,49,92,10,30,25,33,13,36,30,11,5,18,26,133,2018-11-25,False,1,True,1 Days,True
583,SACRAMENTO_KINGS,LOSS,240,40,85,9,23,23,31,7,29,20,10,7,17,25,112,2018-11-25,True,0,True,0 Days,False
584,MIAMI_HEAT,LOSS,240,39,95,15,36,22,32,17,29,21,6,5,7,22,115,2018-11-25,False,1,True,1 Days,False
585,TORONTO_RAPTORS,WIN,240,47,90,11,35,20,25,11,36,25,4,7,9,21,125,2018-11-25,True,1,False,1 Days,True
586,SAN_ANTONIO_SPURS,WIN,240,45,93,10,30,8,9,7,39,29,7,2,10,16,108,2018-11-26,False,1,True,1 Days,True
587,CHICAGO_BULLS,LOSS,240,42,90,14,33,9,11,5,38,23,6,5,11,12,107,2018-11-26,True,1,True,1 Days,False
588,MILWAUKEE_BUCKS,LOSS,240,37,90,16,46,17,21,10,38,25,7,5,14,22,107,2018-11-26,False,1,True,1 Days,False
589,CHARLOTTE_HORNETS,WIN,240,38,81,13,29,21,30,5,39,21,9,5,11,22,110,2018-11-26,True,0,True,0 Days,True
590,MINNESOTA_TIMBERWOLVES,WIN,240,40,86,8,26,14,19,8,31,18,8,8,8,18,102,2018-11-26,False,1,True,1 Days,True
591,CLEVELAND_CAVALIERS,LOSS,240,36,86,10,31,13,14,9,31,24,4,3,16,18,95,2018-11-26,True,1,False,1 Days,False
592,ORLANDO_MAGIC,LOSS,240,40,90,14,30,16,21,6,28,28,11,2,11,21,110,2018-11-26,False,0,True,0 Days,False
593,GOLDEN_STATE_WARRIORS,WIN,240,41,84,13,35,21,23,10,36,21,8,7,14,19,116,2018-11-26,True,1,False,1 Days,True
594,BOSTON_CELTICS,WIN,240,48,97,19,39,9,10,14,28,27,14,4,13,25,124,2018-11-26,False,1,True,1 Days,True
595,NEW_ORLEANS_PELICANS,LOSS,240,34,77,12,32,27,29,9,31,21,8,5,22,20,107,2018-11-26,True,1,True,1 Days,False
596,INDIANA_PACERS,WIN,240,49,84,9,18,14,17,4,35,33,13,4,16,17,121,2018-11-26,False,2,True,2+ Days,True
597,UTAH_JAZZ,LOSS,240,34,81,8,31,12,17,10,28,25,10,4,17,17,88,2018-11-26,True,0,True,0 Days,False
598,HOUSTON_ROCKETS,LOSS,265,46,97,18,48,21,27,18,30,22,8,5,19,31,131,2018-11-26,False,1,True,1 Days,False
599,WASHINGTON_WIZARDS,WIN,265,50,89,11,29,24,32,9,29,29,7,7,13,29,135,2018-11-26,True,1,False,1 Days,True
600,LOS_ANGELES_LAKERS,LOSS,240,34,87,5,35,12,18,8,31,19,5,8,12,19,85,2018-11-27,False,1,True,1 Days,False
601,DENVER_NUGGETS,WIN,240,47,97,9,25,14,15,16,44,28,7,4,11,17,117,2018-11-27,True,2,True,2+ Days,True
602,NEW_YORK_KNICKS,LOSS,240,36,91,9,27,27,32,13,37,16,5,5,13,31,108,2018-11-27,False,1,True,1 Days,False
603,DETROIT_PISTONS,WIN,240,38,80,7,24,32,45,7,41,20,5,7,13,26,115,2018-11-27,True,1,False,1 Days,True
604,TORONTO_RAPTORS,WIN,240,42,69,18,33,20,28,4,27,25,5,5,15,18,122,2018-11-27,False,1,True,1 Days,True
605,MEMPHIS_GRIZZLIES,LOSS,240,43,85,10,29,18,21,11,24,27,9,5,13,23,114,2018-11-27,True,1,False,1 Days,False
606,ATLANTA_HAWKS,WIN,240,38,80,12,31,27,32,10,36,22,13,7,24,24,115,2018-11-27,False,1,True,1 Days,True
607,MIAMI_HEAT,LOSS,240,40,87,13,38,20,30,11,32,22,20,3,20,25,113,2018-11-27,True,1,True,1 Days,False
608,INDIANA_PACERS,WIN,240,38,90,11,26,22,29,17,38,25,8,6,12,13,109,2018-11-27,False,0,True,0 Days,True
609,PHOENIX_SUNS,LOSS,240,41,92,10,30,12,18,12,33,20,8,6,8,17,104,2018-11-27,True,1,True,1 Days,False
610,UTAH_JAZZ,WIN,240,39,82,9,28,14,21,8,40,17,10,6,19,25,101,2018-11-28,False,1,True,1 Days,True
611,BROOKLYN_NETS,LOSS,240,30,86,11,30,20,28,14,34,11,12,5,20,20,91,2018-11-28,True,2,False,2+ Days,False
612,ATLANTA_HAWKS,LOSS,240,32,93,11,44,19,22,16,38,20,11,8,19,25,94,2018-11-28,False,0,True,0 Days,False
613,CHARLOTTE_HORNETS,WIN,240,38,83,4,20,28,37,5,39,20,15,5,14,21,108,2018-11-28,True,1,False,1 Days,True
614,DALLAS_MAVERICKS,WIN,240,46,85,17,34,19,24,10,27,27,10,7,14,17,128,2018-11-28,False,3,True,2+ Days,True
615,HOUSTON_ROCKETS,LOSS,240,40,87,13,45,15,23,15,23,28,10,5,16,26,108,2018-11-28,True,1,True,1 Days,False
616,PHOENIX_SUNS,LOSS,240,39,89,8,26,13,18,7,27,20,17,6,16,24,99,2018-11-28,False,0,True,0 Days,False
617,LOS_ANGELES_CLIPPERS,WIN,240,40,86,11,21,24,32,18,38,21,6,7,21,17,115,2018-11-28,True,2,True,2+ Days,True
618,CHICAGO_BULLS,LOSS,240,40,89,11,37,22,29,9,36,28,9,3,11,23,113,2018-11-28,False,1,True,1 Days,False
619,MILWAUKEE_BUCKS,WIN,240,43,87,12,35,18,24,8,40,29,6,8,12,23,116,2018-11-28,True,1,True,1 Days,True
620,SAN_ANTONIO_SPURS,LOSS,240,34,87,8,27,13,13,12,34,23,1,8,18,17,89,2018-11-28,False,1,True,1 Days,False
621,MINNESOTA_TIMBERWOLVES,WIN,240,50,99,18,41,10,15,13,35,33,12,6,8,18,128,2018-11-28,True,1,True,1 Days,True
622,WASHINGTON_WIZARDS,LOSS,240,41,95,13,39,9,16,12,26,26,12,2,16,22,104,2018-11-28,False,1,True,1 Days,False
623,NEW_ORLEANS_PELICANS,WIN,240,46,95,11,36,22,28,17,47,24,10,5,20,20,125,2018-11-28,True,1,False,1 Days,True
624,CLEVELAND_CAVALIERS,LOSS,240,35,89,9,23,4,9,7,36,20,4,1,12,19,83,2018-11-28,False,1,True,1 Days,False
625,OKLAHOMA_CITY_THUNDER,WIN,240,41,86,6,27,12,15,8,42,25,5,11,13,18,100,2018-11-28,True,3,False,2+ Days,True
626,NEW_YORK_KNICKS,LOSS,240,32,92,6,29,21,22,11,30,14,11,5,13,21,91,2018-11-28,False,0,True,0 Days,False
627,PHILADELPHIA_76ERS,WIN,240,47,87,12,25,11,16,8,42,34,7,5,16,19,117,2018-11-28,True,2,True,2+ Days,True
628,ORLANDO_MAGIC,LOSS,240,42,81,14,30,14,15,3,34,28,3,8,14,20,112,2018-11-28,False,1,True,1 Days,False
629,PORTLAND_TRAIL_BLAZERS,WIN,240,37,85,19,39,22,32,13,34,24,8,1,11,17,115,2018-11-28,True,2,False,2+ Days,True
630,INDIANA_PACERS,LOSS,240,32,86,10,23,22,27,10,34,23,14,4,17,22,96,2018-11-29,False,1,True,1 Days,False
631,LOS_ANGELES_LAKERS,WIN,240,42,86,7,24,13,23,11,39,25,8,11,18,23,104,2018-11-29,True,1,True,1 Days,True
632,LOS_ANGELES_CLIPPERS,WIN,240,50,90,12,28,21,28,8,30,25,7,5,9,21,133,2018-11-29,False,0,True,0 Days,True
633,SACRAMENTO_KINGS,LOSS,240,46,96,7,24,22,26,16,32,26,4,2,11,25,121,2018-11-29,True,3,False,2+ Days,False
634,GOLDEN_STATE_WARRIORS,LOSS,265,50,103,11,30,17,20,17,29,27,6,5,14,22,128,2018-11-29,False,2,True,2+ Days,False
635,TORONTO_RAPTORS,WIN,265,47,90,15,38,22,24,7,30,25,5,6,14,23,131,2018-11-29,True,1,True,1 Days,True
636,CLEVELAND_CAVALIERS,LOSS,240,30,77,7,22,28,35,9,27,18,5,1,13,21,95,2018-11-30,False,1,True,1 Days,False
637,BOSTON_CELTICS,WIN,240,49,92,17,31,13,16,12,35,30,4,4,10,27,128,2018-11-30,True,3,True,2+ Days,True
638,MEMPHIS_GRIZZLIES,WIN,290,50,101,12,30,19,22,11,34,27,8,6,17,23,131,2018-11-30,False,2,True,2+ Days,True
639,BROOKLYN_NETS,LOSS,290,42,94,16,44,25,30,11,40,26,7,4,16,28,125,2018-11-30,True,1,False,1 Days,False
640,UTAH_JAZZ,WIN,240,44,81,18,40,13,18,6,35,32,5,5,14,13,119,2018-11-30,False,1,True,1 Days,True
641,CHARLOTTE_HORNETS,LOSS,240,47,95,9,28,8,13,7,31,19,8,3,8,17,111,2018-11-30,True,1,False,1 Days,False
642,CHICAGO_BULLS,LOSS,240,37,86,3,21,11,14,7,33,25,5,7,15,20,88,2018-11-30,False,1,True,1 Days,False
643,DETROIT_PISTONS,WIN,240,41,92,13,34,12,16,13,39,24,5,5,13,17,107,2018-11-30,True,2,False,2+ Days,True
644,DALLAS_MAVERICKS,LOSS,240,34,86,10,39,25,34,9,37,20,9,4,16,25,103,2018-11-30,False,1,True,1 Days,False
645,LOS_ANGELES_LAKERS,WIN,240,42,86,9,30,21,32,9,38,23,8,3,17,29,114,2018-11-30,True,0,False,0 Days,True
646,NEW_ORLEANS_PELICANS,LOSS,240,35,82,6,28,25,29,11,35,25,4,8,16,22,101,2018-11-30,False,1,True,1 Days,False
647,MIAMI_HEAT,WIN,240,40,93,11,33,15,24,13,33,22,10,4,10,24,106,2018-11-30,True,2,False,2+ Days,True
648,ATLANTA_HAWKS,LOSS,240,43,96,11,36,12,20,14,28,26,15,3,21,12,109,2018-11-30,False,1,True,1 Days,False
649,OKLAHOMA_CITY_THUNDER,WIN,240,46,88,18,41,14,15,7,39,30,12,7,20,24,124,2018-11-30,True,1,False,1 Days,True
650,WASHINGTON_WIZARDS,LOSS,240,37,92,8,28,16,19,8,34,22,10,4,15,20,98,2018-11-30,False,1,True,1 Days,False
651,PHILADELPHIA_76ERS,WIN,240,43,98,12,38,25,33,17,41,28,11,7,12,17,123,2018-11-30,True,1,False,1 Days,True
652,ORLANDO_MAGIC,WIN,240,39,82,8,27,13,18,8,36,23,7,5,12,16,99,2018-11-30,False,1,True,1 Days,True
653,PHOENIX_SUNS,LOSS,240,34,84,7,28,10,14,9,31,22,5,0,12,15,85,2018-11-30,True,1,True,1 Days,False
654,DENVER_NUGGETS,WIN,240,40,87,14,30,19,26,13,28,28,11,3,11,21,113,2018-11-30,False,2,True,2+ Days,True
655,PORTLAND_TRAIL_BLAZERS,LOSS,240,45,85,6,22,16,21,12,32,19,7,6,14,23,112,2018-11-30,True,1,False,1 Days,False
656,HOUSTON_ROCKETS,WIN,240,49,98,22,54,16,20,13,36,32,9,6,5,22,136,2018-11-30,False,1,True,1 Days,True
657,SAN_ANTONIO_SPURS,LOSS,240,39,86,10,28,17,20,9,32,24,4,4,13,18,105,2018-11-30,True,1,True,1 Days,False
658,TORONTO_RAPTORS,WIN,240,39,80,7,26,21,25,6,36,15,5,5,10,19,106,2018-12-01,False,1,True,1 Days,True
659,CLEVELAND_CAVALIERS,LOSS,240,34,88,5,22,22,25,11,33,14,6,0,11,23,95,2018-12-01,True,0,True,0 Days,False
660,GOLDEN_STATE_WARRIORS,LOSS,240,39,85,6,26,18,21,8,36,23,6,5,14,22,102,2018-12-01,False,1,True,1 Days,False
661,DETROIT_PISTONS,WIN,240,43,98,12,35,13,20,14,33,22,8,2,11,21,111,2018-12-01,True,0,False,0 Days,True
662,CHICAGO_BULLS,LOSS,240,39,88,8,32,19,24,7,34,15,11,6,13,22,105,2018-12-01,False,0,True,0 Days,False
663,HOUSTON_ROCKETS,WIN,240,42,84,16,41,21,30,6,41,23,8,7,14,21,121,2018-12-01,True,0,True,0 Days,True
664,BOSTON_CELTICS,WIN,240,40,85,17,44,21,21,7,33,30,9,3,14,25,118,2018-12-01,False,0,True,0 Days,True
665,MINNESOTA_TIMBERWOLVES,LOSS,240,37,82,9,28,26,32,9,30,19,6,2,16,18,109,2018-12-01,True,2,False,2+ Days,False
666,MILWAUKEE_BUCKS,LOSS,265,46,94,18,42,24,31,10,41,28,11,4,16,25,134,2018-12-01,False,2,True,2+ Days,False
667,NEW_YORK_KNICKS,WIN,265,51,96,20,34,14,21,6,35,30,5,2,16,23,136,2018-12-01,True,2,True,2+ Days,True
668,INDIANA_PACERS,LOSS,240,43,82,10,24,14,18,6,36,32,11,5,25,26,110,2018-12-01,False,1,True,1 Days,False
669,SACRAMENTO_KINGS,WIN,240,41,91,13,29,16,24,14,32,25,10,3,20,16,111,2018-12-01,True,1,False,1 Days,True
670,BROOKLYN_NETS,LOSS,240,30,81,8,33,20,25,11,31,19,8,2,17,17,88,2018-12-01,False,0,True,0 Days,False
671,WASHINGTON_WIZARDS,WIN,240,41,79,8,26,12,18,2,36,19,8,3,13,21,102,2018-12-01,True,0,True,0 Days,True
672,NEW_ORLEANS_PELICANS,WIN,240,44,86,11,32,20,24,9,41,30,6,5,17,25,119,2018-12-02,False,1,True,1 Days,True
673,CHARLOTTE_HORNETS,LOSS,240,39,91,10,36,21,28,11,30,25,9,6,11,19,109,2018-12-02,True,1,False,1 Days,False
674,LOS_ANGELES_CLIPPERS,LOSS,240,42,95,9,24,17,22,8,36,23,9,5,10,22,110,2018-12-02,False,2,True,2+ Days,False
675,DALLAS_MAVERICKS,WIN,240,42,95,8,23,22,26,17,47,20,6,5,16,21,114,2018-12-02,True,1,True,1 Days,True
676,PHOENIX_SUNS,LOSS,240,37,93,13,33,9,11,7,33,24,12,8,15,22,96,2018-12-02,False,1,True,1 Days,False
677,LOS_ANGELES_LAKERS,WIN,240,46,92,11,27,17,23,11,45,26,9,4,19,15,120,2018-12-02,True,1,False,1 Days,True
678,UTAH_JAZZ,LOSS,240,39,89,11,33,11,15,10,40,21,8,6,13,18,100,2018-12-02,False,1,True,1 Days,False
679,MIAMI_HEAT,WIN,240,36,91,13,31,17,24,14,36,20,8,8,13,16,102,2018-12-02,True,1,False,1 Days,True
680,MEMPHIS_GRIZZLIES,LOSS,240,33,79,11,28,18,23,3,32,19,7,7,14,24,95,2018-12-02,False,1,True,1 Days,False
681,PHILADELPHIA_76ERS,WIN,240,36,74,8,22,23,30,3,41,22,5,2,16,20,103,2018-12-02,True,1,False,1 Days,True
682,PORTLAND_TRAIL_BLAZERS,LOSS,240,45,86,12,29,16,16,9,26,25,6,5,17,21,118,2018-12-02,False,1,True,1 Days,False
683,SAN_ANTONIO_SPURS,WIN,240,50,83,11,15,20,22,5,29,29,5,4,12,15,131,2018-12-02,True,1,False,1 Days,True
684,GOLDEN_STATE_WARRIORS,WIN,240,48,82,13,24,19,22,6,33,33,10,8,20,24,128,2018-12-03,False,1,True,1 Days,True
685,ATLANTA_HAWKS,LOSS,240,44,90,5,26,18,24,9,26,23,10,4,18,21,111,2018-12-03,True,2,True,2+ Days,False
686,CLEVELAND_CAVALIERS,WIN,240,38,88,4,15,19,20,14,41,15,5,4,9,17,99,2018-12-03,False,1,True,1 Days,True
687,BROOKLYN_NETS,LOSS,240,39,99,10,40,9,16,17,33,17,5,2,7,20,97,2018-12-03,True,1,True,1 Days,False
688,OKLAHOMA_CITY_THUNDER,WIN,240,43,85,7,25,17,20,6,46,23,10,8,17,24,110,2018-12-03,False,2,True,2+ Days,True
689,DETROIT_PISTONS,LOSS,240,31,94,6,32,15,19,9,32,16,10,3,15,18,83,2018-12-03,True,1,False,1 Days,False
690,HOUSTON_ROCKETS,LOSS,240,32,74,11,39,16,19,7,27,24,9,6,20,27,91,2018-12-03,False,1,True,1 Days,False
691,MINNESOTA_TIMBERWOLVES,WIN,240,36,82,11,22,20,28,13,29,22,11,7,14,16,103,2018-12-03,True,1,False,1 Days,True
692,LOS_ANGELES_CLIPPERS,WIN,240,49,83,8,20,23,30,7,32,29,4,1,12,21,129,2018-12-03,False,0,True,0 Days,True
693,NEW_ORLEANS_PELICANS,LOSS,240,49,92,13,34,15,22,10,25,32,10,5,7,24,126,2018-12-03,True,0,True,0 Days,False
694,WASHINGTON_WIZARDS,WIN,240,44,92,13,32,9,12,8,30,30,7,8,10,24,110,2018-12-03,False,1,True,1 Days,True
695,NEW_YORK_KNICKS,LOSS,240,37,90,12,34,21,28,19,36,20,4,5,16,14,107,2018-12-03,True,1,False,1 Days,False
696,DENVER_NUGGETS,WIN,240,40,89,11,28,15,24,15,34,32,9,2,20,14,106,2018-12-03,False,2,True,2+ Days,True
697,TORONTO_RAPTORS,LOSS,240,40,87,11,41,12,12,7,34,28,11,5,17,21,103,2018-12-03,True,1,True,1 Days,False
698,PORTLAND_TRAIL_BLAZERS,LOSS,240,38,84,7,24,19,23,11,37,20,7,6,18,29,102,2018-12-04,False,1,True,1 Days,False
699,DALLAS_MAVERICKS,WIN,240,38,88,11,30,24,35,15,35,25,11,4,13,19,111,2018-12-04,True,1,False,1 Days,True
700,CHICAGO_BULLS,LOSS,240,37,94,11,31,5,5,12,32,26,8,2,18,23,90,2018-12-04,False,2,True,2+ Days,False
701,INDIANA_PACERS,WIN,240,35,76,6,22,20,24,6,39,22,10,6,18,13,96,2018-12-04,True,2,True,2+ Days,True
702,ORLANDO_MAGIC,WIN,240,38,86,14,28,15,20,11,32,22,5,4,11,13,105,2018-12-04,False,3,True,2+ Days,True
703,MIAMI_HEAT,LOSS,240,38,91,12,35,2,5,16,31,19,7,11,15,19,90,2018-12-04,True,1,False,1 Days,False
704,SACRAMENTO_KINGS,WIN,240,45,84,11,24,21,32,9,33,27,13,3,13,22,122,2018-12-04,False,2,True,2+ Days,True
705,PHOENIX_SUNS,LOSS,240,38,87,12,43,17,21,13,30,27,9,4,21,27,105,2018-12-04,True,1,True,1 Days,False
706,SAN_ANTONIO_SPURS,LOSS,240,44,90,7,22,10,11,7,25,25,7,5,16,19,105,2018-12-04,False,1,True,1 Days,False
707,UTAH_JAZZ,WIN,240,51,84,20,33,17,20,5,37,38,12,5,17,20,139,2018-12-04,True,1,True,1 Days,True
708,WASHINGTON_WIZARDS,WIN,240,46,95,12,38,27,32,12,37,35,9,4,15,24,131,2018-12-05,False,1,True,1 Days,True
709,ATLANTA_HAWKS,LOSS,240,41,92,12,38,23,31,8,35,28,13,4,17,27,117,2018-12-05,True,1,False,1 Days,False
710,OKLAHOMA_CITY_THUNDER,WIN,240,43,99,13,38,15,26,17,43,28,8,6,13,23,114,2018-12-05,False,1,True,1 Days,True
711,BROOKLYN_NETS,LOSS,240,37,86,15,36,23,30,10,35,21,7,4,14,24,112,2018-12-05,True,1,False,1 Days,False
712,GOLDEN_STATE_WARRIORS,WIN,240,45,85,18,34,21,24,9,37,29,6,5,8,17,129,2018-12-05,False,1,True,1 Days,True
713,CLEVELAND_CAVALIERS,LOSS,240,39,89,11,32,16,23,12,29,17,7,2,10,19,105,2018-12-05,True,1,True,1 Days,False
714,SAN_ANTONIO_SPURS,LOSS,240,43,96,7,27,20,20,11,38,18,8,2,10,24,113,2018-12-05,False,0,True,0 Days,False
715,LOS_ANGELES_LAKERS,WIN,240,42,88,14,39,23,33,6,36,21,6,3,12,18,121,2018-12-05,True,2,False,2+ Days,True
716,LOS_ANGELES_CLIPPERS,LOSS,240,25,74,8,23,28,35,11,36,16,9,4,18,21,86,2018-12-05,False,1,True,1 Days,False
717,MEMPHIS_GRIZZLIES,WIN,240,37,85,7,28,15,24,11,38,18,9,6,15,27,96,2018-12-05,True,2,True,2+ Days,True
718,DETROIT_PISTONS,LOSS,240,35,95,9,38,13,19,12,39,19,6,1,20,26,92,2018-12-05,False,1,True,1 Days,False
719,MILWAUKEE_BUCKS,WIN,240,38,82,14,41,25,30,4,42,25,13,4,15,21,115,2018-12-05,True,3,True,2+ Days,True
720,CHARLOTTE_HORNETS,LOSS,240,40,98,12,33,12,15,13,27,27,7,1,10,15,104,2018-12-05,False,2,True,2+ Days,False
721,MINNESOTA_TIMBERWOLVES,WIN,240,48,89,12,24,13,20,10,40,34,6,11,15,15,121,2018-12-05,True,1,False,1 Days,True
722,DALLAS_MAVERICKS,LOSS,240,39,91,14,46,14,21,11,34,26,7,4,18,17,106,2018-12-05,False,0,True,0 Days,False
723,NEW_ORLEANS_PELICANS,WIN,240,51,92,17,29,13,20,5,41,36,12,6,11,15,132,2018-12-05,True,1,False,1 Days,True
724,DENVER_NUGGETS,WIN,265,45,82,11,19,23,37,4,39,34,5,2,10,19,124,2018-12-05,False,1,True,1 Days,True
725,ORLANDO_MAGIC,LOSS,265,45,95,20,49,8,8,6,34,30,4,4,9,23,118,2018-12-05,True,0,True,0 Days,False
726,PHILADELPHIA_76ERS,LOSS,240,40,88,11,35,11,14,11,38,26,7,5,21,23,102,2018-12-05,False,2,True,2+ Days,False
727,TORONTO_RAPTORS,WIN,240,43,100,8,29,19,22,17,36,25,12,3,11,13,113,2018-12-05,True,1,False,1 Days,True
728,NEW_YORK_KNICKS,LOSS,240,36,91,12,35,16,20,14,33,21,4,5,16,23,100,2018-12-06,False,2,True,2+ Days,False
729,BOSTON_CELTICS,WIN,240,49,92,13,38,17,20,7,39,32,8,6,9,24,128,2018-12-06,True,4,True,2+ Days,True
730,PHOENIX_SUNS,LOSS,240,35,91,5,27,11,14,11,30,20,11,2,16,21,86,2018-12-06,False,1,True,1 Days,False
731,PORTLAND_TRAIL_BLAZERS,WIN,240,41,85,9,27,17,27,13,43,24,10,6,17,19,108,2018-12-06,True,1,True,1 Days,True
732,HOUSTON_ROCKETS,LOSS,240,34,88,8,36,15,17,14,29,13,5,5,23,26,91,2018-12-06,False,2,True,2+ Days,False
733,UTAH_JAZZ,WIN,240,45,89,8,32,20,27,12,35,26,16,4,12,24,118,2018-12-06,True,1,False,1 Days,True
734,TORONTO_RAPTORS,LOSS,265,35,89,11,35,24,29,6,35,25,9,7,15,19,105,2018-12-07,False,1,True,1 Days,False
735,BROOKLYN_NETS,WIN,265,43,98,11,35,9,13,16,44,22,8,2,20,28,106,2018-12-07,True,1,False,1 Days,True
736,OKLAHOMA_CITY_THUNDER,LOSS,240,43,94,10,28,16,24,14,37,25,12,6,22,22,112,2018-12-07,False,1,True,1 Days,False
737,CHICAGO_BULLS,WIN,240,43,82,12,25,16,23,5,34,25,15,6,20,26,114,2018-12-07,True,2,True,2+ Days,True
738,DENVER_NUGGETS,LOSS,240,39,101,8,35,21,26,20,35,24,6,12,9,28,107,2018-12-07,False,1,True,1 Days,False
739,CHARLOTTE_HORNETS,WIN,240,33,86,13,35,34,38,13,35,20,8,9,9,20,113,2018-12-07,True,1,True,1 Days,True
740,SACRAMENTO_KINGS,WIN,240,56,98,13,29,4,7,10,25,31,6,5,9,18,129,2018-12-07,False,2,True,2+ Days,True
741,CLEVELAND_CAVALIERS,LOSS,240,43,81,10,26,14,19,7,28,20,4,0,16,17,110,2018-12-07,True,1,False,1 Days,False
742,PHILADELPHIA_76ERS,WIN,240,44,90,9,32,20,21,12,28,26,11,12,16,28,117,2018-12-07,False,1,True,1 Days,True
